Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,650.0,1 Seat available,3.4,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,570.0,21 Seats available,3.4,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),21:00,04:00,07h 00m,550.0,20 Seats available,2.3,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),22:40,07:00,08h 20m,650.0,23 Seats available,2.1,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,05:30,07h 15m,550.0,21 Seats available,1.9,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,470.0,25 Seats available,2.0,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),22:10,04:00,05h 50m,650.0,10 Seats available,2.6,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,600.0,17 Seats available,4.1,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,600.0,6 Seats available,4.2,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,400.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,550.0,4 Seats available,3.6,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,550.0,6 Seats available,3.1,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,03:00,08h 15m,570.0,8 Seats available,0.0,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,01:00,07h 30m,550.0,25 Seats available,2.9,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Neha Travels,NON A/C Sleeper (2+1),17:00,03:15,10h 15m,650.0,16 Seats available,2.3,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Neha Travels,NON A/C Seater (2+2),17:15,05:00,11h 45m,620.0,27 Seats available,2.3,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Yatra Travels,NON A/C Seater (2+1),18:00,01:30,07h 30m,450.0,4 Seats available,3.4,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),19:35,02:00,06h 25m,375.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,01:00,05h 00m,450.0,12 Seats available,3.3,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
MAHARATHI TRANSPORT,NON A/C Semi Sleeper (2+1),20:10,02:30,06h 20m,400.0,17 Seats available,3.7,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Pranjit Travels (Under ASTC),,20:30,03:00,06h 30m,500.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
NETWORK TRAVELS,NON A/C Seater (2+1),18:30,07:00,12h 30m,600.0,5 Seats available,4.5,https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
Deep Travels,Non AC Seater (2+1),19:30,06:30,11h 00m,600.0,18 Seats available,3.6,https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),15:30,19:30,04h 00m,240.0,39 Seats available,0.0,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,A/C Seater Push Back (2+2),16:15,19:30,03h 15m,260.0,39 Seats available,2.5,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,NON A/C Seater (2+3),16:20,19:30,03h 10m,250.0,39 Seats available,2.5,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,01:00,05h 20m,400.0,18 Seats available,2.4,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,02:00,04h 45m,400.0,35 Seats available,2.5,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Deep Travels,Non AC Seater (2+1),23:55,06:30,06h 35m,500.0,19 Seats available,1.9,https://www.redbus.in/bus-tickets/nagaon-to-haflong,Nagaon (Assam) to Haflong
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,03:00,07h 15m,520.0,50 Seats available,2.1,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Neha Travels,NON A/C Seater (2+2),22:10,03:30,05h 20m,650.0,35 Seats available,1.9,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,03:00,05h 30m,570.0,21 Seats available,0.0,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,05:00,06h 45m,500.0,36 Seats available,1.8,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Neha Travels,NON A/C Seater (2+2),22:40,06:00,07h 20m,650.0,34 Seats available,1.9,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Basudev Transline,A/C Seater (2+2),15:15,19:40,04h 25m,299.0,23 Seats available,3.5,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,495.0,25 Seats available,3.7,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,400.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,00:15,04h 20m,525.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
NEELAKANTHA (RIYA),Tempo Traveler NON A/C,15:45,20:00,04h 15m,250.0,20 Seats available,0.0,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Bholanath Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,650.0,32 Seats available,1.0,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
SEEMA TRAVELS,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,650.0,20 Seats available,1.5,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater (2+1),20:00,07:00,11h 00m,750.0,24 Seats available,1.4,https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
DESTINY TRAVELS,NON A/C Seater (2+1),20:20,23:45,27h 25m,428.0,23 Seats available,2.4,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),23:59,06:05,06h 06m,854.0,23 Seats available,4.4,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+1),23:45,05:00,05h 15m,700.0,9 Seats available,3.8,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira TPT,AC Sleeper (2+1),23:15,05:00,05h 45m,900.0,1 Seat available,3.7,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:00,01:10,06h 10m,649.0,20 Seats available,3.2,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,649.0,19 Seats available,2.9,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:30,06:00,06h 30m,550.0,1 Seat available,2.3,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:50,06:50,07h 00m,700.0,3 Seats available,1.9,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Jaiswal Holidays,A/C Sleeper (2+1),22:40,04:30,05h 50m,1400.0,2 Seats available,2.8,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Rahul Travels,AshokLeyland Stile A/C,23:00,05:00,06h 00m,1500.0,2 Seats available,2.0,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:15,04:15,06h 00m,712.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira Transport,A/C Seater / Sleeper (2+2),21:00,03:30,06h 30m,400.0,24 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira Transport,A/C Seater / Sleeper (2+2),21:30,04:30,07h 00m,550.0,33 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira TPT,AC Sleeper (2+1),20:30,02:50,06h 20m,749.0,16 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira Transport,A/C Seater / Sleeper (2+1),20:40,03:30,06h 50m,550.0,15 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Rahul Travels,AshokLeyland Stile A/C,21:00,02:30,05h 30m,826.0,17 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),20:30,02:30,06h 00m,700.0,52 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira TPT,A/C Seater / Sleeper (2+2),21:00,03:00,06h 00m,449.0,19 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Rahul Travels,AshokLeyland Stile A/C,21:30,03:30,06h 00m,826.0,9 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Jaiswal Tour and Travels,A/C Sleeper (2+1),20:45,02:45,06h 00m,1650.0,30 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,01:30,03h 30m,670.0,51 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,670.0,45 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,01:30,06h 00m,520.0,51 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,02:30,05h 50m,600.0,48 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,699.0,30 Seats available,1.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00,05:15,09h 15m,600.0,48 Seats available,3.5,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),19:30,05:00,09h 30m,570.0,45 Seats available,1.2,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,1200.0,26 Seats available,0.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,550.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,550.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,550.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),16:30,03:30,11h 00m,570.0,51 Seats available,2.5,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,16:00,02:30,10h 30m,620.0,45 Seats available,2.5,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,600.0,44 Seats available,1.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - BDN0022,Ordinary Non AC Seater 2+3,20:00,02:00,06h 00m,403.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
UPSRTC - KSB0004,Shatabdi AC Seater 2+2,23:00,05:00,06h 00m,505.0,3 Seats available,3.4,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
ARORA TRAVELS,Volvo AC Seater (2+2),17:15,21:59,04h 44m,703.0,23 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
ARORA TRAVELS,Volvo AC Seater (2+2),22:00,02:45,04h 45m,703.0,22 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,03:45,04h 30m,399.0,31 Seats available,2.5,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,399.0,28 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Yolo Bus,A/C Sleeper (2+1),22:19,05:43,07h 24m,549.0,17 Seats available,3.8,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,05:45,06h 30m,399.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Avadh Express,Bharat Benz A/C Seater (2+2),23:00,05:00,06h 00m,1199.0,26 Seats available,3.7,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - BDN0044,Ordinary Non AC Seater 2+3,19:00,01:30,06h 30m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
UPSRTC - BDN0046,Ordinary Non AC Seater 2+3,21:00,03:30,06h 30m,411.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
UPSRTC - KSB0005,Shatabdi AC Seater 2+2,23:00,05:00,06h 00m,505.0,9 Seats available,2.1,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
UPSRTC - BLY0134,Janrath AC Seater 2+2,23:05,05:00,05h 55m,486.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-bareilly,Agra to Bareilly
ARORA TRAVELS,Volvo AC Seater (2+2),21:01,01:41,04h 40m,703.0,25 Seats available,4.4,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
ARORA TRAVELS,Volvo AC Seater (2+2),22:31,03:11,04h 40m,703.0,25 Seats available,4.4,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Sethi Yatra Company,A/C Seater / Sleeper (2+1),18:30,23:50,05h 20m,1388.0,4 Seats available,3.0,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Goyal Travels,A/C Seater / Sleeper (2+1),18:35,23:25,04h 50m,1499.0,13 Seats available,2.6,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01:30,04h 15m,1399.0,3 Seats available,2.8,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),20:45,06:05,09h 20m,854.0,25 Seats available,4.5,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,999.0,31 Seats available,1.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,550.0,39 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,06:30,11h 00m,520.0,51 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,06:00,09h 30m,1300.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,600.0,44 Seats available,1.4,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,07:30,10h 50m,600.0,48 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,06:00,10h 00m,550.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,06:00,08h 30m,550.0,40 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,07:10,09h 10m,670.0,51 Seats available,1.8,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,06:10,09h 10m,670.0,45 Seats available,1.8,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),18:15,21:45,03h 30m,474.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:30,01:10,03h 40m,549.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Rinku Travels,A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,500.0,19 Seats available,3.2,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,01:30,03h 30m,549.0,32 Seats available,3.1,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),22:20,02:50,04h 30m,599.0,23 Seats available,3.7,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),23:55,04:30,04h 35m,499.0,29 Seats available,3.1,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Fasttrack Travels,A/C Seater/Sleeper (2+1),23:58,04:40,0-20h 0-18m,499.0,29 Seats available,3.1,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),17:30,20:15,02h 45m,799.0,26 Seats available,2.4,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
VIP LUXURY TRIPS,A/C Seater / Sleeper (2+2),17:30,21:30,04h 00m,719.0,44 Seats available,1.6,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:10,23:20,04h 10m,649.0,25 Seats available,2.6,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
UPSRTC - SRG0136,Ordinary Non AC Seater 2+3,23:00,04:30,05h 30m,416.0,52 Seats available,1.6,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),15:30,20:00,04h 30m,360.0,1 Seat available,4.2,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
FlixBus,A/C Seater (2+2),15:50,20:30,04h 40m,479.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
Zingbus Plus,Bharat Benz A/C Seater (2+2),17:45,22:40,04h 55m,275.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
NueGo,Electric A/C Seater (2+2),18:00,00:05,06h 05m,332.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
NueGo,Electric A/C Seater (2+2),21:00,02:45,05h 45m,332.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:25,02:55,05h 30m,292.0,17 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-haridwar,Delhi to Haridwar
